Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-NBI-152,KEN-NBI-152,Nairobi,Nairobi - Nairobi River Basin Programme - 10 March 2026 Launch,3/10/2026,5/13/2026,"The Nairobi River Basin Rehabilitation and Regeneration Programme was officially commissioned by President Ruto on 10 March 2026, days after the March 2026 floods. Capital FM confirmed this as a multi-agency initiative.",Water-Land,Nairobi River Basin Rehabilitation and Regeneration Programme - Official Launch,President William Ruto; Governor Johnson Sakaja; Ministry of Lands; Nairobi Rivers Commission; National and County Government,Capital FM (April 2026) reported that the Nairobi River Basin Rehabilitation and Regeneration Program was commissioned on 10 March 2026. Eastleigh Voice confirmed: 'The Nairobi River Regeneration and Engineering Works Programme was launched by President,Capital FM; Eastleigh Voice,https://www.capitalfm.co.ke/news/2026/04/state-house-wall-to-be-demolished-in-nairobi-river-cleanup-plan/,Print/Online News; Government,-1.2864,36.8172,0,0,Programme Active,Ongoing,"Nairobi River Basin Rehabilitation, 10 March 2026, Ruto, Sakaja, NRC, WRA, NEMA, multi-agency, commissioning",Yes,0.97,Capital FM directly cited. Programme launch date confirmed.
KEN-NBI-153,KEN-NBI-153,Nairobi,Nairobi - WRA CEO Mohamed Moulid Shurie - Enforcement,4/1/2026,5/13/2026,"WRA CEO Mohamed Moulid Shurie personally participated in the State House grounds marking exercise on 14 April 2026 and publicly committed to fairness in measurements, inviting anyone who disputes the technical demarcation to file a formal complaint.",Water-Land,WRA CEO Mohamed Moulid Shurie - Riparian Enforcement Leadership,WRA CEO Mohamed Moulid Shurie; Nairobi Rivers Commission; Governor Sakaja; Affected Property Owners,Nairobi Wire (April 2026) reported that WRA CEO Mohamed Moulid Shurie was a key member of the multi-agency team that marked the State House grounds on 14 April 2026. He stated: 'We are going to be fair with everybody in this country because the law is th,Nairobi Wire; Daily Nation,https://nairobiwire.com/2026/04/nairobi-riparian-land-demolitions-sakaja-state-house-crackdown.html,Print/Online News,-1.273,36.81,0,0,Active - Technical Demarcation,Ongoing,"WRA, Mohamed Moulid Shurie, CEO, State House, April 2026, fair measurement, complaint mechanism, demarcation",Yes,0.97,Nairobi Wire and Daily Nation directly cited. Named CEO and quote confirmed.
KEN-NBI-154,KEN-NBI-154,Nairobi,Nairobi - Mathare May 2024 Demolition - Bulldozer Fatality,5/8/2024,5/8/2024,"On 8 May 2024, a 17-year-old named Ian Otieno was killed by a bulldozer while trying to salvage materials during the government's demolition of structures in the Mathare area. His mother Winnie Makinda was photographed and quoted by international media.",Water-Land,Mathare Demolition - Bulldozer Kills Ian Otieno Age 17 - 8 May 2024,"Ian Otieno (17, deceased); Winnie Makinda (mother); Mathare Residents; Government Demolition Team; National Police Service","AP Photo/Brian Inganga's documentation -” reproduced internationally -” shows Winnie Makinda wailing as she recounted that a bulldozer killed her 17-year-old son Ian Otieno, who was trying to salvage materials in the Mathare area on 8 May 2024, durin",AP (Brian Inganga); BTA; International Media,https://apnews.com/article/kenya-nairobi-river-floods-demolitions-mathare,Print/Online News; Photo Agency,-1.259,36.87,1,Unknown,Demolition During Government Operation,Enforced -” Death During Operation,"Ian Otieno, 17, bulldozer, Mathare, 8 May 2024, demolition, salvage, mother, riot police, teargas, AP photo",Yes,0.97,"AP photo documentation and multiple international outlets confirmed. Named victim, age, date confirmed."
KEN-NBI-155,KEN-NBI-155,Nairobi,Nairobi - Sakaja KSh 80 Billion Flood Infrastructure Cost,3/9/2026,3/9/2026,"Following the March 2026 floods, Governor Sakaja publicly stated Nairobi needs more than the current KSh 40 billion county allocation to tackle floods, citing KSh 80 billion as the amount needed -” a sum far beyond the county's fiscal capacity and requ",Water-Land,Governor Sakaja - KSh 80 Billion Needed to Fix Nairobi Flooding,Governor Johnson Sakaja; Nairobi County; National Government; Ministry of Finance,The Star (9 March 2026) quoted Governor Sakaja: 'Look at Sh80 billion to sort out a problem. The county government cannot raise such an amount on its own under the current budget structure.' He was responding to criticism of the county's flood response c,The Star,https://www.the-star.co.ke/news/2026-03-09-sakaja-nairobi-needs-more-than-sh40bn-to-tackle-floods,Print/Online News,-1.2864,36.8172,0,0,Active - Fiscal Constraint,Ongoing,"Sakaja, KSh 80 billion, flood infrastructure, Nairobi, March 2026, fiscal gap, county allocation, national co-financing",Yes,0.96,"The Star directly cited. Named governor, date and figure confirmed."
KEN-NBI-156,KEN-NBI-156,Nairobi,Nairobi - Kirichwa in Kilimani - March 2026 Enforcement Target,3/18/2026,5/13/2026,"Kirichwa in Kilimani was among the areas specifically named by Governor Sakaja in his March 2026 enforcement directive following the deadly March floods. Within weeks, Kingara Court and Elite Court on the Kirichwa Kubwa corridor were marked for demolitio",Water-Land,Kirichwa Kubwa - Kilimani - Targeted in March 2026 Enforcement Drive,Nairobi County; NRC; Multi-Agency Team; Kirichwa Kubwa Property Owners in Kilimani,"Standard Media and The Star (19-20 March 2026) documented that Governor Sakaja specifically named Kirichwa in Kilimani among areas earmarked for enforcement following the March 2026 flood emergency. Within three weeks, the multi-agency team had physicall",Standard Media; The Star; Eastleigh Voice,https://www.standardmedia.co.ke/nairobi/article/2001543434/illegal-riparian-structures-in-nairobi-to-be-removed-to-prevent-floods,Print/Online News,-1.29,36.79,0,Unknown,Active - Demolition Notices Served,Ongoing,"Kirichwa Kubwa, Kilimani, March 2026 enforcement, Sakaja, Kingara Court, Elite Court, upmarket, riparian",Yes,0.97,Standard Media and The Star directly cited.
KEN-NBI-157,KEN-NBI-157,Nairobi,Nairobi - Nairobi River Walkways Vision - Eastleigh to Westlands,4/14/2026,5/13/2026,"Governor Sakaja articulated a vision for the reclaimed Nairobi River corridor that goes beyond flood mitigation: lit walkways and cycling paths connecting Eastleigh to Westlands through scenic river corridors, transforming the city's urban landscape.",Water-Land,Nairobi River Corridor - Walkways and Cycling Paths Vision,Governor Johnson Sakaja; Nairobi County; Nairobi Rivers Commission; Urban Planners; Future Residents,"People Daily (April 2026) reported Governor Sakaja stating: 'We are restoring the Nairobi River, creating walkways, reclaiming riparian land, and transforming the city. The walkways will serve as transport corridors where people can walk or cycle safely,",People Daily,https://peopledaily.digital/news/sakaja-marks-state-house-wall-set-to-be-demolished-after-rutos-orders,Print/Online News,-1.2864,36.8172,0,Unknown,Vision Stage - Implementation Ongoing,Ongoing,"walkways, cycling paths, Eastleigh, Westlands, Nairobi River, scenic corridor, Sakaja, urban transformation, Globe Roundabout",Yes,0.95,People Daily directly cited. Governor's quote confirmed.
KEN-NBI-158,KEN-NBI-158,Nairobi,Nairobi - Maina vs Kiambu PLUPA Enforcement ELC E005/2022,5/15/2022,7/4/2024,"Maina petitioned the ELC in May 2022 challenging the revocation of her development permissions in Kahawa Sukari estate, Kiambu County. The enforcement notice was issued on grounds the development was a multi-dwelling development without permission under",Water-Land,Kiambu PLUPA Enforcement Notice - Constitutional Rights Petition ELC E005/2022,Maina (Petitioner); Director of Physical and Land Use Planning Kiambu County; CECM Kiambu County; ELC Thika - Justice JM Onyango,"Kenya Law records ELC Petition E005 of 2022 (Maina v Director, Physical and Land Use Planning Kiambu County and another, judgment 4 July 2024). The Petitioner's land is in Kahawa Sukari estate, where she paid for approvals from both the county government",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/5120/eng@2024-07-04,Court Record,-1.148,36.98,0,0,ELC Judgment 4 July 2024,Resolved (Judgment),"Kahawa Sukari, PLUPA, enforcement notice, multi-dwelling, CECM, appeals, ELC E005/2022, Kiambu, July 2024",Yes,0.95,"Kenya Law directly cited. Case number, parties, and judgment date confirmed."
KEN-NBI-159,KEN-NBI-159,Nairobi,Nairobi - Ruto County Assembly Address - April 2026,4/9/2026,4/9/2026,"President Ruto's 9 April 2026 address to the Nairobi County Assembly -” the first such presidential address to a county assembly under the 2010 Constitution -” was historically significant, combining the State House wall announcement with a broader v",Water-Land,President Ruto's Inaugural County Assembly Address - Historic Urban Governance Statement,President William Ruto; Nairobi County Assembly MCAs; Governor Johnson Sakaja; Nairobi County Government,"People Daily (April 2026) confirmed that President Ruto's address to the Nairobi County Assembly on 9 April 2026 made history: 'Under the current constitution since 2010, there has been no situation where the president has addressed a county assembly, as",People Daily; Multiple Sources,https://peopledaily.digital/news/ruto-orders-demolition-of-state-house-wall-on-riparian-land,Print/Online News,-1.2833,36.8169,0,0,Historic Address - Policy Statement,Active - Implementation,"Ruto, County Assembly, Nairobi, April 9 2026, inaugural address, KICC, City Hall, discipline, urban governance, State House, historic",Yes,0.98,People Daily directly cited. Historic first confirmed.
KEN-NBI-161,KEN-NBI-161,Nairobi,Nairobi - Sakaja Close Friends Riparian Favor Refusal,4/14/2026,5/13/2026,"Governor Sakaja publicly acknowledged in April 2026 that close friends had contacted his office seeking protection from the looming demolitions, but he maintained that no such favors would be granted.",Water-Land,Governor Sakaja - No Favors for Friends in Riparian Enforcement,Governor Johnson Sakaja; Politically Connected Riparian Property Owners; Nairobi County; NRC,"Nairobi Wire (April 2026) reported that Governor Sakaja 'hinted that even close friends have contacted his office seeking protection from the looming demolitions, but he maintained that no such favors will be granted.' He stated: 'We are going to be fair",Nairobi Wire,https://nairobiwire.com/2026/04/nairobi-riparian-land-demolitions-sakaja-state-house-crackdown.html,Print/Online News,-1.2864,36.8172,0,0,Active - Enforcement Programme,Ongoing,"Sakaja, close friends, no favors, selective enforcement, politically connected, riparian, demolition, Nairobi 2026",Yes,0.95,Nairobi Wire directly cited.
KEN-NBI-163,KEN-NBI-163,Nairobi,Nairobi - Gikomba March 31 2026 Demolition Photo,3/31/2026,3/31/2026,"On 31 March 2026, government demolitions took place at Gikomba Market on the Nairobi River corridor. Kenyans.co.ke published a photograph showing the aftermath of the demolitions. This is distinct from the new Gikomba Market construction conflict (KEN-NB",Water-Land,Gikomba Market Demolition Aftermath - March 31 2026,Gikomba Traders; Nairobi County; NRC; Multi-Agency Team,"Kenyans.co.ke's May 2026 reporting on the NRC's 300 demolition notices included an image captioned: 'Aftermath of Gikomba market demolitions in Nairobi, March 31, 2026.' This confirms a specific demolition event at Gikomba Market on 31 March 2026 -” fi",Kenyans.co.ke,https://www.kenyans.co.ke/news/123139-rivers-commission-orders-demolition-300-nairobi-buildings-riparian-land,Online News,-1.284,36.846,0,Unknown,Demolition Executed,Enforced,"Gikomba, demolition, March 31 2026, Nairobi River, traders, aftermath, photo, NRC",Yes,0.96,Kenyans.co.ke directly cited. Specific date and photo confirmed.
KEN-KBU-074,KEN-KBU-074,Kiambu,Kiambu County - Mwangi vs Njoroge - Kikuyu ELC Misc E013/2025,2/10/2025,7/17/2025,Mwangi sought leave from ELC Thika to appeal out of time against a Kikuyu Chief Magistrate's Court land judgment delivered on 11 December 2024. The ELC delivered its ruling on 17 July 2025. The underlying dispute involves land in the Kikuyu Sub-County of,Water-Land,Mwangi vs Njoroge - Kikuyu Land Appeal - ELC Misc E013/2025,Mwangi (Applicant); Njoroge (Respondent); Kiambu Land Registrar (Interested Party); ELC Thika - Justice JM Onyango,"Kenya Law records ELC Miscellaneous Case E013 of 2025 (Mwangi v Njoroge; Kiambu Land Registrar and another [Interested Parties], ruling 17 July 2025). The Application was filed on 10 February 2025, seeking leave to appeal out of time against a Chief Magi",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/5337/eng@2025-07-17,Court Record,-1.25,36.78,0,0,ELC Ruling 17 July 2025,Resolved (Ruling on Leave),"Mwangi, Njoroge, Kikuyu, land dispute, ELC E013/2025, leave to appeal, Justice Onyango, Kiambu, July 2025",Yes,0.91,"Kenya Law directly cited. Case number, parties and ruling date confirmed."
KEN-NBI-165,KEN-NBI-165,Nairobi,Nairobi - ELC Property Rights Not Absolute - Riparian Ruling,3/2/2026,3/2/2026,The ELC's March 2026 ruling dismissing 30+ property owners' applications to halt Nairobi River demolitions articulated key constitutional principles: property rights are not absolute when land regulation serves the environment; riparian land protections,Water-Land,ELC - Property Rights Not Absolute - Environmental Regulation Constitutional - March 2026,30+ Kombo Munyiri Road Property Owners; Interior CS; WRA; Nairobi County; ELC Nairobi,"Business Daily Africa (2 March 2026) reported detailed reasoning from the ELC ruling. The court stated: 'The right to own land is not absolute, particularly when regulating developments for the benefit of both the owner and the environment -” upholding",Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/property-owners-lose-fight-halt-nairobi-riparian-land-demolition-5376974,Print/Online News,-1.2864,36.8172,0,0,ELC Ruling - Demolitions Cleared,Enforced,"property rights not absolute, ELC, Article 40, Article 47, riparian, 30 metres, WRA, retroactivity, EMCA, March 2026, constitutional",Yes,0.98,Business Daily Africa directly cited. Court quotes verbatim paraphrased. Very high confidence.
KEN-NBI-166,KEN-NBI-166,Nairobi,Nairobi - Sakaja Rogue Planner Warning - April 2026,4/14/2026,5/13/2026,"Governor Sakaja in April 2026 warned that rogue planning officials who issued development approvals for riparian-land properties could face disciplinary action, signalling a possible review of all past approvals issued at City Hall.",Water-Land,Sakaja Warns Planning Officials of Disciplinary Action for Riparian Approvals,Governor Johnson Sakaja; Nairobi City County Planning Officers; National Construction Authority; Property Owners,"Eastleigh Voice (May 2026) reported that Governor Sakaja, while marking the State House grounds and confirming Elite Court and Kingara Court demolitions, also issued a direct warning to the planning bureaucracy: 'Many people are currently losing parts of",Eastleigh Voice,https://eastleighvoice.co.ke/news/343948/kilimanis-elite-court-residents-face-eviction-as-nairobi-countys-crackdown-on-riparian-land-intensifies,Print/Online News,-1.2864,36.8172,0,0,Active - Accountability Threat,Ongoing,"rogue planners, disciplinary action, Sakaja, City Hall, approvals, riparian, NCA, April 2026, accountability, planning officials",Yes,0.96,"Eastleigh Voice directly cited. Named governor and NCA, quote confirmed."
KEN-NBI-167,KEN-NBI-167,Nairobi,Nairobi - Babu Owino December 2025 Riparian Land Grab Allegation,12/3/2025,12/3/2025,"On 3 December 2025, MP Babu Owino publicly alleged that residents were being pushed beyond the legally permitted limit and that affected parcels were ancestral freehold land. He described it as land-grabbing without due process.",Water-Land,Babu Owino - Beyond Legal Limit - Ancestral Freehold Allegation,MP Babu Owino (Embakasi East); Nairobi River Commission; Residents of Embakasi East; Ministry of Lands; Governor Sakaja,"Kenyans.co.ke (3 December 2025) reported that Babu Owino, at the time of the Nairobi River Regeneration and Engineering Works Programme launch, alleged that residents were being pushed beyond what the law permits. He stated the affected parcels were ance",Kenyans.co.ke,https://www.kenyans.co.ke/news/118604-babu-owino-alleges-plan-grab-riparian-land-amid-nairobi-river-clean-exercise,Online News,-1.276,36.888,0,Unknown,Active - Parliamentary Opposition,Ongoing,"Babu Owino, ancestral freehold, beyond legal limit, land grab, December 2025, Nairobi River, KSh 50 billion, due process",Yes,0.96,"Kenyans.co.ke directly cited. Named MP, date and programme figures confirmed."
KEN-KBU-077,KEN-KBU-077,Kiambu,Kiambu County - Kisiwa West - CECM Cannot Appeal Her Own Decisions,7/24/2024,5/13/2026,"Justice Eboso's July 2024 Kisiwa West ruling -” finding the Kiambu CECM cannot hear appeals against her own decisions -” has wide implications for Kiambu's development control framework, potentially invalidating hundreds of development appeal decisio",Water-Land,Kisiwa West - Implication for All Kiambu Development Control Appeals - PLUPA Rule 16,Kiambu County CECM for Land Housing Physical Planning; All Kiambu Development Appeal Applicants; Property Owners; ELC Thika - Justice Eboso,"Insider Bits News (August 2024) documented that the July 2024 ELC ruling in the Kisiwa West case was explicitly described as 'precedent-setting' with 'wide-reaching implications for future development projects, ensuring that zoning laws and public partic",Insider Bits News,https://insiderbits.co.ke/counties/kiambu-county-cecm-for-land-and-housing-faces-fresh-legal-trouble-over-irregular-development-approvals/,Print/Online News,-1.1711,36.831,0,Unknown,Precedent Set - Wide Implications,Ongoing,"Kisiwa West, CECM, appeals, own decisions, PLUPA Rule 16, public participation, precedent, Kiambu, July 2024, wide implications",Yes,0.94,Insider Bits directly cited.
KEN-NBI-170,KEN-NBI-170,Nairobi,Nairobi - Sakaja Accountability for Approvals and Developers,3/19/2026,5/13/2026,"Governor Sakaja extended the accountability argument beyond residents to include developers who deviate from approved building plans, calling this a shared responsibility and urging the National Construction Authority to strengthen enforcement.",Water-Land,Sakaja Extends Accountability to Developers Deviating from Approved Plans,Governor Johnson Sakaja; Property Developers; National Construction Authority; City Hall Planning Department,"Standard Media and The Star (March 2026) documented Governor Sakaja stating: 'Approvals are granted in line with the law, but some developers deviate from approved plans. This is a shared responsibility that must be addressed.' He urged regulators such a",Standard Media; The Star,https://www.standardmedia.co.ke/nairobi/article/2001543434/illegal-riparian-structures-in-nairobi-to-be-removed-to-prevent-floods,Print/Online News,-1.2864,36.8172,0,Unknown,Active - NCA Enforcement,Ongoing,"Sakaja, developer deviation, approved plans, NCA, shared responsibility, March 2026, building line, Nairobi",Yes,0.96,Standard Media directly cited.
KEN-NBI-172,KEN-NBI-172,Nairobi,Rhapta Road - Kileleshwa - Westlands,8/12/2024,1/23/2025,"On 23 January 2025, Justice Oscar Angote of the ELC ruled that Nairobi City County had granted development approvals for high-rise buildings of up to 28 floors on Rhapta Road in violation of operative zoning provisions. He declared the approvals in viola",Water-Land,Rhapta Road High-Rise Zoning Violation - ELC Petition E030/2024 - January 2025 Judgment,Rhapta Road Residents Association (Claire Kubochi Anami and 2 others); Nairobi City County CECM Built Environment and Urban Planning; NEMA Director General; 15 Private Developers including Patterson Investments Ltd; Rhapta Road Plaza Ltd; Lovi Ventures K,"Kenya Law records ELC Petition E030 of 2024 (Anami and 2 others v CECM Built Environment and Urban Planning Nairobi City County and 20 others, judgment 23 January 2025) before Justice Oscar Angote. The Rhapta Road Residents Association filed the petition",Kenya Law Reports; Daily Nation; Capital FM,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/128/eng@2025-01-23,Court Record; Print/Online News,-1.275,36.813,0,Unknown,ELC Judgment 23 January 2025,Resolved - Partially (Capped at 16 Floors),"Rhapta Road, high-rise, zoning, 28 floors, 16 floors, Justice Angote, ELC E030/2024, Nairobi City County, NEMA, sewerage, water strain",Yes,0.98,"Kenya Law and Daily Nation directly cited. Case number, named developers, judgment date and floor cap confirmed."
KEN-NBI-173,KEN-NBI-173,Nairobi,Rhapta Road - Court of Appeal - Zone 3C - September 2025,1/23/2025,9/19/2025,"The Court of Appeal corrected the ELC's error and confirmed Rhapta Road lies in Zone 3C (20-floor ceiling), declared the 2004 Zoning Guidelines outdated, and ordered Nairobi City County to finalise and gazette new zoning and development control instrumen",Water-Land,Court of Appeal Civil Appeal E160/2025 - Rhapta Road Zone 3C - 20 Floors - Zoning Instruments,"Rhapta Road Residents Association (Appellants); CECM Built Environment Nairobi; NEMA; Developers (Cross-Appellants); Court of Appeal - Justices Daniel Musinga, George Odunga, Joel Ngugi","CMS Law, Lexology, Bowmans Law and Capital FM documented Court of Appeal Civil Appeal E160 of 2025, judgment delivered 19 September 2025 by Justices Daniel Musinga, George Odunga, and Joel Ngugi. The Court corrected the ELC's Zone 4 classification of Rha",CMS Law; Lexology; Bowmans Law; Capital FM; Daily Nation,https://www.capitalfm.co.ke/news/2025/09/explainer-what-the-rhapta-road-zoning-ruling-means-for-nairobi/,Print/Online News; Legal Analysis,-1.275,36.813,0,Unknown,Court of Appeal Judgment 19 September 2025,Resolved - Zone 3C 20-Floor Ceiling; Zoning Instruments Ordered,"Rhapta Road, Zone 3C, 20 floors, Court of Appeal, structural interdict, zoning instruments, Musinga, Odunga, Ngugi, 2004 guidelines outdated",Yes,0.98,"CMS Law, Lexology, Bowmans and Capital FM directly cited. Named justices, case number and zone classification confirmed."
KEN-NBI-175,KEN-NBI-175,Nairobi,Nairobi - NLC Amendment Act No. 22 of 2025 - Land Governance Impact,11/4/2025,11/4/2025,"The National Land Commission (Amendment) Act No. 22 of 2025 came into effect on 4 November 2025, re-opening the NLC's ability to review grants and dispositions of public land -” a significant land governance development with implications for land along",Water-Land,NLC Amendment Act No. 22 of 2025 - Review of Grants - Land Governance Change,National Land Commission; Landowners; Ministry of Lands; CS Alice Wahome; Parliament,Bowmans Law (November 2025) documented that the National Land Commission (Amendment) Act No. 22 of 2025 came into effect on 4 November 2025. The Act re-opens the ability of the National Land Commission to continue the review of grants and dispositions of,Bowmans Law,https://bowmanslaw.com/insights/kenya-court-of-appeal-clarifies-legal-status-of-nairobis-zoning-and-development-control-laws-and-policies/,Legal Analysis,-1.2864,36.8172,0,0,Act in Force 4 November 2025,Active - Governance Change,"NLC Amendment Act, No. 22 of 2025, November 2025, review of grants, public land, riparian, compulsory acquisition",Yes,0.93,Bowmans Law directly cited. Act number and effective date confirmed.
KEN-KBU-078,KEN-KBU-078,Kiambu,Kiambu - Lari - Gitau and 28 others vs WRA - ELC E009/2023 - Demolition Injunction,7/17/2023,12/9/2024,"On 9 December 2024, the ELC Thika delivered a ruling on a motion filed on 17 July 2023 by Gitau and 28 others, seeking a temporary injunction to restrain WRA from demolishing their buildings and developments on 21 named Lari/Kirenga parcels.",Water-Land,Gitau and 28 others vs WRA - Lari/Kirenga Demolition Injunction - ELC E009/2023 Ruling December 2024,Gitau and 28 others (Plaintiffs/Applicants); Water Resource Authority (WRA); Interested Parties (Chege and 29 others); ELC Thika - Justice (ruling 9 December 2024),"Kenya Law records ELC Case E009 of 2023 (Gitau and 28 others v Water Resource Authority and another; Chege and 29 others [Interested Parties], ruling 9 December 2024). The applicants -” a group of 29 landowners -” filed a motion on 17 July 2023 seeki",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/13720/eng@2024-12-09,Court Record,-1.05,36.7,0,Unknown,ELC Ruling 9 December 2024,Resolved (Ruling on Injunction),"Gitau, WRA, Lari/Kirenga, demolition injunction, ELC E009/2023, Thika, December 2024, riparian, 29 landowners",Yes,0.93,"Kenya Law directly cited. Case number, named parcels and ruling date confirmed."
KEN-KBU-080,KEN-KBU-080,Kiambu,Lari - WRA Demolition vs 29 Landowners - Catchment Conflict 2023-2024,7/17/2023,12/31/2024,"WRA's action against 29 Lari/Kirenga landowners (ELC E009/2023) is grounded in the water catchment protection mandate of the Water Act 2016, which requires WRA to enforce riparian buffer zones and catchment conservation areas, including in the Lari Sub-C",Water-Land,WRA Enforcement vs Lari/Kirenga Landowners - Water Catchment Justification,WRA; 29 Lari/Kirenga Landowners (Gitau and 28 others); ELC Thika,"Building on ELC E009/2023 (KEN-KBU-078), this entry documents the substantive water catchment justification underlying WRA's enforcement action. The Water Resources Authority derives its enforcement power from the Water Act 2016 Section 76 and the Water",Kenya Law Reports; WRA,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/13720/eng@2024-12-09,Court Record; Regulatory,-1.05,36.7,0,Unknown,Active - Injunction Pending Determination,Ongoing,"Lari/Kirenga, WRA, water catchment, Water Act 2016, Ruiru River, riparian, ELC, 29 landowners, Kiambu",Yes,0.88,Kenya Law and WRA cited.
KEN-NBI-177,KEN-NBI-177,Nairobi,Nairobi - CS Interior May 24 2024 Public Security Order - Riparian Directive,5/24/2024,5/24/2024,"On 24 May 2024, the Cabinet Secretary for Interior issued a press release announcing that structures erected on riparian reserves bordering the Nairobi River would be demolished. This directive -” distinct from the 2 May 2024 Cabinet verbal order -”",Water-Land,CS Interior Public Security Order - May 24 2024 - Structures on Riparian Reserves to Be Demolished,CS Interior (unnamed in press release); WRA; NEMA; Nairobi County; Nairobi River Corridor Residents,Business Daily Africa (March 2026) and Kenya Law records confirmed that the CS for Interior issued a press release on 24 May 2024 announcing that structures erected on riparian reserves bordering the Nairobi River would be demolished. The announcement fo,Business Daily Africa; Kenya Law,https://www.businessdailyafrica.com/bd/economy/property-owners-lose-fight-halt-nairobi-riparian-land-demolition-5376974,Print/Online News; Court Record,-1.2864,36.8172,0,180000+,Public Security Order Issued,Active - Enforcement Phase,"CS Interior, May 24 2024, press release, riparian reserves, Nairobi River, demolition directive, WRA, NEMA, Nairobi Regeneration Committee",Yes,0.97,"Business Daily Africa directly cited. Directive date, issuing authority and legal characterisation confirmed."
KEN-NBI-179,KEN-NBI-179,Nairobi,Mukuru Kwa Reuben - Kiamaiko - May 3-4 2024 Demolitions,5/3/2024,5/5/2024,"On 3 May 2024 -” before the government's own deadline had elapsed and without sufficient notice or proper consultation -” KDF bulldozers demolished structures in Mukuru Kwa Reuben and Kiamaiko areas. A 5-year-old child, Joseph Ombata, was killed. KHR",Water-Land,KHRC Condemnation - KDF Bulldozer Demolitions Before Deadline - May 2024,KDF Bulldozers; Mukuru Kwa Reuben Residents; Kiamaiko Residents; Kenya Human Rights Commission (KHRC); Nairobi County; National Government,"The Star (5 May 2024) and Africa is a Country (July 2024) documented that on the morning of 3 May 2024, KDF bulldozers descended on Mukuru Kwa Reuben and Kiamaiko riparian settlements before the government's own evacuation deadline had elapsed. The Kenya",The Star; Africa is a Country; KHRC,https://www.the-star.co.ke/news/2024-05-05-rights-groups-fault-state-for-demolishing-homes-amid-flooding,Print/Online News; NGO,-1.306,36.89,1,5000+,Pre-Deadline Demolition - Rights Violation,Enforced - Constitutional Challenge,"Mukuru Kwa Reuben, Kiamaiko, KDF, bulldozer, May 3 2024, Joseph Ombata, age 5, KHRC, pre-deadline, arbitrary, discriminatory, IDP principles",Yes,0.98,"The Star and Africa is a Country directly cited. Named victim, date and KHRC quote confirmed."
KEN-NBI-180,KEN-NBI-180,Nairobi,Nairobi - Kambi Moto - Nairobi Dam - May 2024 Eviction,5/2/2024,5/7/2024,"Residents of Kambi Moto near the Nairobi Dam were told on Saturday 2 May 2024 to vacate by Monday (48 hours), without being given an alternative place to relocate to. Resident Erick Omondi said: 'We do not know what to do or where to go.'",Water-Land,Kambi Moto - Nairobi Dam - 48-Hour Notice - May 2024,Erick Omondi (Kambi Moto Resident); Edwin Otieno; Government Spokesperson Isaac Mwaura; KHRC; Civil Society Groups,"Standard Media (7 May 2024) reported that residents living on riparian land in Nairobi decried the government's directive to vacate without giving them an alternative place to relocate to. Erick Omondi, a resident of Kambi Moto located near the Nairobi D",Standard Media,https://www.standardmedia.co.ke/business/amp/nairobi/article/2001494577/residents-living-on-riparian-land-cry-foul-over-forceful-eviction,Print/Online News,-1.312,36.77,0,500+,Eviction Notice - 48 Hours,Enforced,"Kambi Moto, Nairobi Dam, Erick Omondi, 48-hour notice, no alternative, May 2024, social housing, Isaac Mwaura",Yes,0.97,Standard Media directly cited. Named residents and government spokesman confirmed.
KEN-NBI-181,KEN-NBI-181,Nairobi,Nairobi - Blanket 30-Metre Riparian Reserve - Legal Challenge,5/1/2024,12/31/2025,"Petitioners from Gikomba and other areas challenged the government's blanket application of a 30-metre riparian reserve as legally untenable, arguing the law requires a contextual, site-specific, and scientifically-informed determination of riparian boun",Water-Land,30-Metre Blanket Riparian Reserve - Legal Tenability Challenge,River Bank Settlement Scheme; WRA; Nairobi County; AG; ELC; Environmental and Planning Lawyers,"Nairobi Times documented that petitioners in the River Bank Settlement Scheme case told the ELC that the government's 'reliance on and blanket application of an inflexible thirty (30) meters riparian reserve is legally untenable, misconceived and contrar",Nairobi Times,https://nairobitimez.co.ke/court-blocks-demolition-of-houses-built-along-nairobi-river-riparian-land/,Print/Online News; Legal,-1.284,36.846,0,Unknown,ELC Petition Filed - Conservatory Order,Ongoing - Legal Challenge,"30 metres, blanket riparian reserve, contextual determination, river width, hydrological data, site-specific, Land Act, notice, consultation, resettlement",Yes,0.95,Nairobi Times directly cited. Legal argument confirmed.
